participant_id,first_name,last_name,gender,age,grade,region,district,school,language,family_type,round_1_score,passed_round_1,round_2_score,status
P00055,Темирлан,Темирбеков,M,16,10,Кызылординская область,Северный район,Школа №1,kk,full,70.5,True,50.4,finalist
P00056,Арман,Абилов,M,16,10,Алматинская область,Западный район,Школа №4,kk,full,69.0,True,51.5,finalist
P00057,Анна,Смирнова,F,15,9,Карагандинская область,Центральный район,Школа №3,ru,full,42.4,False,,eliminated
P00058,Гульнара,Сериков,F,17,10,Карагандинская область,Сельский район,Школа №1,kk,single,44.4,False,,eliminated
P00059,Ержан,Сериков,M,15,10,Улытауская область,Заречный район,Школа №4,kk,full,60.0,False,,eliminated
P00060,Максим,Смирнов,M,16,9,Павлодарская область,Северный район,Школа №3,ru,single,63.6,False,,eliminated
P00061,Никита,Соколов,M,13,7,Костанайская область,Сельский район,Школа №1,ru,full,47.8,False,,eliminated
P00062,Жаныбек,Кадыров,M,14,8,Абайская область,Восточный район,Школа №2,kk,single,46.2,False,,eliminated
P00063,Дмитрий,Морозов,M,13,7,Абайская область,Западный район,Школа №1,ru,full,38.4,False,,eliminated
P00064,Ольга,Новикова,F,16,10,Абайская область,Центральный район,Школа №4,ru,full,37.1,False,,eliminated
P00065,Ержан,Нурланов,M,13,7,г. Алматы,Южный район,Школа №4,kk,full,67.2,True,73.9,finalist
P00066,Сауле,Маратов,F,14,7,Восточно-Казахстанская область,Северный район,Школа №4,kk,single,69.3,True,62.5,finalist
P00067,Алтынай,Бекенов,F,11,4,Карагандинская область,Северный район,Школа №3,kk,full,53.9,False,,eliminated
P00068,Данияр,Маратов,M,10,5,Атырауская область,Заречный район,Школа №4,kk,full,70.1,True,84.3,finalist
P00069,Аян,Темирбеков,M,13,8,Западно-Казахстанская область,Сельский район,Школа №1,kk,full,60.4,False,,eliminated
P00070,Томирис,Жумабеков,F,16,9,Актюбинская область,Северный район,Школа №4,kk,full,45.3,False,,eliminated
P00071,Меруерт,Жумабеков,F,10,5,г. Астана,Восточный район,Школа №5,kk,single,54.4,False,,eliminated
P00072,Алихан,Алиев,M,10,4,Жетысуская область,Северный район,Школа №2,kk,full,78.1,True,62.4,finalist
P00073,Данияр,Маратов,M,16,10,Карагандинская область,Заречный район,Школа №1,kk,single,48.5,False,,eliminated
P00074,Екатерина,Лебедева,F,17,11,Алматинская область,Западный район,Школа №2,ru,full,78.5,True,46.3,finalist
P00075,Тимур,Жумабеков,M,16,10,Северо-Казахстанская область,Центральный район,Школа №3,kk,full,15.7,False,,eliminated
P00076,Айдана,Нурланов,F,13,6,Костанайская область,Западный район,Школа №1,kk,full,67.3,True,66.2,finalist
P00077,Дмитрий,Волков,M,15,9,Акмолинская область,Сельский район,Школа №4,ru,single,50.3,False,,eliminated
P00078,Рамазан,Сериков,M,15,9,Туркестанская область,Южный район,Школа №3,kk,full,50.5,False,,eliminated
P00079,Камила,Тулегенов,F,13,7,Акмолинская область,Восточный район,Школа №3,kk,single,50.4,False,,eliminated
P00080,Сауле,Абилов,F,15,9,Павлодарская область,Центральный район,Школа №3,kk,full,25.2,False,,eliminated
P00081,Сауле,Алиев,F,12,5,Карагандинская область,Восточный район,Школа №4,kk,single,45.7,False,,eliminated
P00082,Айгерим,Тулегенов,F,13,8,Павлодарская область,Центральный район,Школа №1,kk,full,60.4,False,,eliminated
P00083,Дмитрий,Морозов,M,14,7,Западно-Казахстанская область,Восточный район,Школа №4,ru,full,77.2,True,66.0,finalist
P00084,Арман,Сериков,M,14,7,Западно-Казахстанская область,Сельский район,Школа №4,kk,full,47.2,False,,eliminated
P00085,Никита,Волков,M,14,8,Туркестанская область,Сельский район,Школа №5,ru,full,42.9,False,,eliminated
P00086,Динара,Бекенов,F,10,4,Жетысуская область,Западный район,Школа №4,kk,single,41.5,False,,eliminated
P00087,Аружан,Абилов,F,12,7,Акмолинская область,Северный район,Школа №5,kk,single,62.7,False,,eliminated
P00088,Олжас,Темирбеков,M,11,5,Атырауская область,Восточный район,Школа №2,kk,full,59.9,False,,eliminated
P00089,Динара,Касенов,F,16,11,г. Алматы,Восточный район,Школа №4,kk,full,47.1,False,,eliminated
P00090,Дмитрий,Кузнецов,M,14,8,Актюбинская область,Восточный район,Школа №1,ru,single,56.7,False,,eliminated
P00091,Дмитрий,Попов,M,14,8,Кызылординская область,Восточный район,Школа №5,ru,full,56.5,False,,eliminated
P00092,Никита,Кузнецов,M,15,9,Туркестанская область,Западный район,Школа №4,ru,full,69.5,True,56.5,finalist
P00093,Дмитрий,Морозов,M,17,11,Восточно-Казахстанская область,Центральный район,Школа №3,ru,full,44.5,False,,eliminated
P00094,Данияр,Бекенов,M,14,8,Мангистауская область,Сельский район,Школа №2,kk,full,50.1,False,,eliminated
P00095,Камила,Жумабеков,F,17,11,Абайская область,Западный район,Школа №1,kk,single,43.1,False,,eliminated
P00096,Екатерина,Волкова,F,13,7,Кызылординская область,Северный район,Школа №5,ru,full,33.0,False,,eliminated
P00097,Дария,Абилов,F,11,5,Акмолинская область,Западный район,Школа №2,kk,full,59.4,False,,eliminated
P00098,Темирлан,Кадыров,M,13,7,Улытауская область,Западный район,Школа №2,kk,single,52.9,False,,eliminated
P00099,Андрей,Новиков,M,17,11,Актюбинская область,Северный район,Школа №2,ru,single,49.1,False,,eliminated
P00100,Камила,Темирбеков,F,15,9,Западно-Казахстанская область,Западный район,Школа №3,kk,full,51.5,False,,eliminated
P00101,Анна,Кузнецова,F,14,7,Туркестанская область,Центральный район,Школа №5,ru,full,33.8,False,,eliminated
P00102,Дмитрий,Лебедев,M,13,7,Алматинская область,Северный район,Школа №1,ru,full,48.7,False,,eliminated
P00103,Жаныбек,Абилов,M,14,8,Кызылординская область,Заречный район,Школа №5,kk,single,43.9,False,,eliminated
P00104,София,Лебедева,F,14,8,Западно-Казахстанская область,Центральный район,Школа №2,ru,single,37.0,False,,eliminated
P00105,Михаил,Попов,M,17,11,Акмолинская область,Восточный район,Школа №1,ru,full,52.6,False,,eliminated
P00106,Адильхан,Темирбеков,M,13,6,Костанайская область,Северный район,Школа №5,kk,full,61.1,False,,eliminated
P00107,Иван,Смирнов,M,18,11,г. Шымкент,Центральный район,Школа №2,ru,full,83.3,True,52.6,finalist
P00108,Александр,Смирнов,M,14,9,Абайская область,Южный район,Школа №2,ru,full,57.6,False,,eliminated
P00109,Михаил,Петров,M,14,9,Актюбинская область,Восточный район,Школа №3,ru,full,58.9,False,,eliminated
P00110,Санжар,Жумабеков,M,17,11,Северо-Казахстанская область,Заречный район,Школа №1,kk,full,53.9,False,,eliminated
P00111,Максим,Петров,M,12,5,Актюбинская область,Южный район,Школа №1,ru,full,26.2,False,,eliminated
P00112,Эльмира,Тулегенов,F,10,5,Карагандинская область,Восточный район,Школа №4,kk,single,48.6,False,,eliminated
P00113,Екатерина,Лебедева,F,13,8,Северо-Казахстанская область,Северный район,Школа №4,ru,full,55.9,False,,eliminated
P00114,Арман,Касенов,M,10,5,Туркестанская область,Центральный район,Школа №1,kk,single,85.9,True,48.1,finalist
P00115,Айдар,Сатпаев,M,14,8,г. Алматы,Западный район,Школа №1,kk,single,46.1,False,,eliminated
P00116,София,Соколова,F,12,6,Кызылординская область,Центральный район,Школа №2,ru,full,59.5,False,,eliminated
P00117,Иван,Петров,M,17,10,Западно-Казахстанская область,Западный район,Школа №4,ru,full,54.5,False,,eliminated
P00118,Дана,Темирбеков,F,17,11,Восточно-Казахстанская область,Южный район,Школа №3,kk,full,37.5,False,,eliminated
P00119,Камила,Сериков,F,12,5,Атырауская область,Заречный район,Школа №1,kk,full,72.1,True,46.0,finalist
P00120,Ержан,Жумабеков,M,10,5,Костанайская область,Сельский район,Школа №5,kk,full,66.3,True,74.8,finalist
P00121,Алина,Жумабеков,F,14,8,Северо-Казахстанская область,Заречный район,Школа №5,kk,full,66.9,True,48.4,finalist
P00122,Алтынай,Жумабеков,F,10,4,г. Астана,Восточный район,Школа №3,kk,single,35.4,False,,eliminated
P00123,Бауыржан,Алиев,M,14,8,Западно-Казахстанская область,Южный район,Школа №1,kk,full,76.0,True,61.9,finalist
P00124,Михаил,Морозов,M,14,8,Кызылординская область,Центральный район,Школа №1,ru,single,28.0,False,,eliminated
P00125,Томирис,Нурланов,F,17,11,Павлодарская область,Южный район,Школа №1,kk,single,57.8,False,,eliminated
P00126,Ксения,Петрова,F,16,9,Павлодарская область,Сельский район,Школа №4,ru,full,87.9,True,56.8,finalist
P00127,Екатерина,Попова,F,15,9,Восточно-Казахстанская область,Центральный район,Школа №1,ru,single,34.1,False,,eliminated
P00128,Артём,Кузнецов,M,14,9,Алматинская область,Северный район,Школа №2,ru,full,46.5,False,,eliminated
P00129,Томирис,Сатпаев,F,16,9,Северо-Казахстанская область,Заречный район,Школа №5,kk,full,56.5,False,,eliminated
P00130,Меруерт,Сериков,F,15,9,Туркестанская область,Восточный район,Школа №3,kk,full,47.4,False,,eliminated
P00131,Айдар,Кадыров,M,16,9,Карагандинская область,Центральный район,Школа №1,kk,full,31.7,False,,eliminated
P00132,Анастасия,Новикова,F,14,8,г. Астана,Заречный район,Школа №5,ru,single,50.0,False,,eliminated
P00133,Иван,Петров,M,16,10,Улытауская область,Заречный район,Школа №2,ru,full,39.1,False,,eliminated
P00134,Дария,Нурланов,F,11,5,Павлодарская область,Сельский район,Школа №5,kk,full,62.1,False,,eliminated
P00135,Дмитрий,Соколов,M,15,9,г. Шымкент,Сельский район,Школа №1,ru,single,35.2,False,,eliminated
P00136,Кирилл,Смирнов,M,15,9,г. Шымкент,Заречный район,Школа №3,ru,single,72.2,True,65.6,finalist
P00137,Полина,Петрова,F,13,7,Павлодарская область,Западный район,Школа №3,ru,full,43.3,False,,eliminated
P00138,Аружан,Алиев,F,16,9,Актюбинская область,Южный район,Школа №1,kk,single,44.2,False,,eliminated
P00139,Динара,Сатпаев,F,13,6,Атырауская область,Западный район,Школа №2,kk,single,61.2,False,,eliminated
P00140,Нурлан,Кадыров,M,13,7,Жетысуская область,Восточный район,Школа №4,kk,full,36.5,False,,eliminated
P00141,Балжан,Кадыров,F,17,10,г. Астана,Восточный район,Школа №3,kk,full,58.4,False,,eliminated
P00142,София,Смирнова,F,14,9,Западно-Казахстанская область,Центральный район,Школа №3,ru,single,68.6,True,71.4,finalist
P00143,Алина,Алиев,F,15,10,Западно-Казахстанская область,Восточный район,Школа №2,kk,single,24.9,False,,eliminated
P00144,Ержан,Темирбеков,M,12,7,Павлодарская область,Центральный район,Школа №3,kk,full,57.8,False,,eliminated
P00145,Иван,Смирнов,M,16,10,Атырауская область,Центральный район,Школа №4,ru,single,52.9,False,,eliminated
P00146,Алихан,Темирбеков,M,18,11,Западно-Казахстанская область,Северный район,Школа №5,kk,full,66.7,True,66.5,finalist
P00147,Данияр,Сериков,M,13,8,Акмолинская область,Северный район,Школа №5,kk,single,30.4,False,,eliminated
P00148,Сабина,Сатпаев,F,10,4,Жетысуская область,Заречный район,Школа №4,kk,full,35.2,False,,eliminated
P00149,Андрей,Морозов,M,16,9,Кызылординская область,Центральный район,Школа №5,ru,full,62.8,False,,eliminated
P00150,Жаныбек,Кадыров,M,12,7,Западно-Казахстанская область, Заречный район ,Школа №1,kk,single,53.5,False,,eliminated
P00151,Айдана,Кадыров,F,16,10,г. Алматы,Южный район,Школа №2,kk,single,52.8,False,,eliminated
P00152,Арман,Сериков,M,15,10,Северо-Казахстанская область,Центральный район,Школа №1,kk,full,60.2,False,,eliminated
P00153,Темирлан,Абилов,M,12,7,Западно-Казахстанская область,Центральный район,Школа №2,kk,single,38.8,False,,eliminated
P00154,Ержан,Нурланов,M,13,7,Мангистауская область,Заречный район,Школа №4,kk,full,58.5,False,,eliminated
P00155,Полина,Соколова,F,15,9,Актюбинская область,Заречный район,Школа №4,ru,full,59.4,False,,eliminated
P00156,Данияр,Жумабеков,M,16,10,Северо-Казахстанская область,Западный район,Школа №2,kk,full,44.3,False,,eliminated
P00157,София,Лебедева,F,11,5,Западно-Казахстанская область,Заречный район,Школа №1,ru,full,83.0,True,66.6,finalist
P00158,Анастасия,Смирнова,F,11,5,г. Шымкент,Заречный район,Школа №1,ru,single,56.1,False,,eliminated
P00159,Тимур,Темирбеков,M,13,8,г. Шымкент,Северный район,Школа №3,kk,full,37.1,False,,eliminated
P00160,Дана,Бекенов,F,16,9,Алматинская область,Центральный район,Школа №4,kk,full,64.8,False,,eliminated
P00161,Екатерина,Волкова,F,12,6,Карагандинская область,Заречный район,Школа №4,ru,single,34.4,False,,eliminated
P00162,Максим,Петров,M,15,9,Костанайская область,Заречный район,Школа №1,ru,single,60.8,False,,eliminated
P00163,Дарья,Попова,F,16,10,Улытауская область,Северный район,Школа №2,ru,single,66.4,True,63.9,finalist
P00164,Ержан,Абилов,M,11,5,г. Алматы,Северный район,Школа №1,kk,single,36.7,False,,eliminated
P00165,Малика,Сатпаев,F,15,8,Актюбинская область,Северный район,Школа №1,kk,full,69.5,True,74.5,finalist
P00166,София,Смирнова,F,17,10,Атырауская область,Восточный район,Школа №1,ru,full,61.2,False,,eliminated
P00167,Бекжан,Кадыров,M,13,6,Улытауская область,Южный район,Школа №3,kk,full,67.3,True,59.0,finalist
P00168,Алина,Тулегенов,F,13,6,Восточно-Казахстанская область,Западный район,Школа №2,kk,single,77.5,True,63.2,finalist
P00169,София,Иванова,F,13,7,Абайская область,Центральный район,Школа №5,ru,single,45.3,False,,eliminated
P00170,Рамазан,Касенов,M,14,8,г. Алматы,Южный район,Школа №3,kk,full,43.7,False,,eliminated
P00171,Олжас,Нурланов,M,12,6,Туркестанская область,Восточный район,Школа №5,kk,single,35.7,False,,eliminated
P00172,Дарья,Попова,F,14,8,Улытауская область,Западный район,Школа №2,ru,full,42.8,False,,eliminated
P00173,Жаныбек,Сатпаев,M,17,10,Павлодарская область,Северный район,Школа №2,kk,single,47.8,False,,eliminated
P00174,Санжар,Абилов,M,18,11,Туркестанская область,Южный район,Школа №1,kk,full,60.1,False,,eliminated
P00175,Айдар,Темирбеков,M,12,7,Карагандинская область,Восточный район,Школа №4,kk,single,53.2,False,,eliminated
P00176,Иван,Лебедев,M,15,9,Кызылординская область,Центральный район,Школа №5,ru,full,67.4,True,86.6,finalist
P00177,Темирлан,Жумабеков,M,17,11,г. Шымкент,Заречный район,Школа №2,kk,full,55.2,False,,eliminated
P00178,Жансая,Алиев,F,9,4,Жамбылская область,Западный район,Школа №5,kk,full,76.8,True,42.8,finalist
P00179,Олжас,Алиев,M,13,7,г. Шымкент,Западный район,Школа №5,kk,single,45.0,False,,eliminated
P00180,Динара,Тулегенов,F,12,7,Улытауская область,Западный район,Школа №5,kk,full,95.8,True,65.2,finalist
P00181,София,Соколова,F,14,9,Абайская область,Западный район,Школа №5,ru,full,64.4,False,,eliminated
P00182,Шынгыс,Нурланов,M,14,9,Атырауская область,Сельский район,Школа №1,kk,full,42.1,False,,eliminated
P00183,Нурлан,Маратов,M,16,11,Жамбылская область,Восточный район,Школа №5,kk,single,32.9,False,,eliminated
P00184,Наргиз,Тулегенов,F,17,11,Мангистауская область,Южный район,Школа №4,kk,full,62.2,False,,eliminated
P00185,Елена,Волкова,F,15,9,Туркестанская область,Северный район,Школа №3,ru,single,45.6,False,,eliminated
P00186,Екатерина,Новикова,F,14,7,Костанайская область,Восточный район,Школа №3,ru,full,65.7,False,,eliminated
P00187,Иван,Смирнов,M,13,7,Карагандинская область,Центральный район,Школа №1,ru,full,62.1,False,,eliminated
P00188,Сауле,Жумабеков,F,16,9,г. Алматы,Заречный район,Школа №1,kk,full,53.9,False,,eliminated
P00189,Владислав,Кузнецов,M,11,5,Акмолинская область,Центральный район,Школа №4,ru,full,42.3,False,,eliminated
P00190,Мария,Новикова,F,12,7,Туркестанская область,Заречный район,Школа №3,ru,single,26.3,False,,eliminated
P00191,Темирлан,Маратов,M,16,11,Акмолинская область,Северный район,Школа №2,kk,single,42.3,False,,eliminated
P00192,Данияр,Темирбеков,M,17,11,Абайская область,Южный район,Школа №1,kk,full,67.8,True,64.5,finalist
P00193,Наргиз,Алиев,F,13,7,Улытауская область,Восточный район,Школа №1,kk,full,58.2,False,,eliminated
P00194,Динара,Жумабеков,F,15,9,г. Астана,Заречный район,Школа №2,kk,single,30.3,False,,eliminated
P00195,Алтынай,Алиев,F,10,4,Атырауская область,Восточный район,Школа №2,kk,full,57.6,False,,eliminated
P00196,Елена,Волкова,F,15,10,г. Астана,Центральный район,Школа №3,ru,full,60.8,False,,eliminated
P00197,Санжар,Маратов,M,14,8,Карагандинская область,Заречный район,Школа №3,kk,full,41.7,False,,eliminated
P00198,Шынгыс,Кадыров,M,16,10,Павлодарская область,Заречный район,Школа №4,kk,single,51.3,False,,eliminated
P00199,Алина,Тулегенов,F,16,11,Северо-Казахстанская область,Западный район,Школа №1,kk,full,55.9,False,,eliminated
P00200,Томирис,Тулегенов,F,14,8,Атырауская область,Северный район,Школа №5,kk,single,31.9,False,,eliminated
P00201,Ольга,Иванова,F,16,9,Северо-Казахстанская область,Северный район,Школа №4,ru,full,60.4,False,,eliminated
P00202,Мария,Соколова,F,10,4,Абайская область,Заречный район,Школа №1,ru,single,57.4,False,,eliminated
P00203,Алина,Абилов,F,16,10,Акмолинская область,Южный район,Школа №2,kk,full,71.2,True,66.8,finalist
P00204,Камила,Нурланов,F,12,6,Актюбинская область,Заречный район,Школа №5,kk,full,70.8,True,74.2,finalist
P00205,Аружан,Маратов,F,17,11,Жетысуская область, Сельский район ,Школа №1,kk,full,34.3,False,,eliminated
P00206,Гульнара,Бекенов,F,16,11,Северо-Казахстанская область,Южный район,Школа №2,kk,full,40.9,False,,eliminated
P00207,Айгерим,Бекенов,F,13,8,Жамбылская область,Центральный район,Школа №1,kk,full,62.7,False,,eliminated
P00208,Темирлан,Бекенов,M,14,7,Акмолинская область,Северный район,Школа №3,kk,full,62.7,False,,eliminated
P00209,Ксения,Кузнецова,F,12,6,Карагандинская область,Северный район,Школа №5,ru,full,62.7,False,,eliminated
P00210,Аяна,Касенов,F,17,11,Павлодарская область,Западный район,Школа №3,kk,single,100.0,True,65.7,finalist
P00211,Арман,Жумабеков,M,13,7,Мангистауская область,Северный район,Школа №4,kk,full,63.6,False,,eliminated
P00212,Анастасия,Морозова,F,14,8,Павлодарская область,Восточный район,Школа №2,ru,full,72.0,True,52.1,finalist
P00213,Ксения,Петрова,F,14,7,г. Алматы,Заречный район,Школа №1,ru,full,69.3,True,62.9,finalist
P00214,Томирис,Маратов,F,12,7,г. Алматы,Северный район,Школа №3,kk,full,64.8,False,,eliminated
P00215,Максим,Кузнецов,M,15,9,г. Шымкент,Заречный район,Школа №2,ru,full,50.3,False,,eliminated
P00216,Дана,Кадыров,F,16,10,Улытауская область,Восточный район,Школа №4,kk,single,60.4,False,,eliminated
P00217,Тимур,Бекенов,M,15,9,Атырауская область,Центральный район,Школа №5,kk,full,43.4,False,,eliminated
P00218,Тимур,Бекенов,M,13,7,Туркестанская область,Западный район,Школа №3,kk,single,45.4,False,,eliminated
P00219,Аяна,Маратов,F,15,8,Кызылординская область,Северный район,Школа №5,kk,single,41.7,False,,eliminated
P00220,Алина,Касенов,F,16,10,Акмолинская область, Сельский район ,Школа №2,kk,full,56.2,False,,eliminated
P00221,Олжас,Кадыров,M,17,11,Акмолинская область,Западный район,Школа №5,kk,full,89.7,True,86.4,finalist
P00222,Айгерим,Тулегенов,F,15,9,Западно-Казахстанская область,Западный район,Школа №1,kk,single,21.0,False,,eliminated
P00223,Алтынай,Тулегенов,F,13,7,Атырауская область,Северный район,Школа №5,kk,full,65.3,False,,eliminated
P00224,Жаныбек,Абилов,M,12,7,г. Астана,Северный район,Школа №2,kk,full,30.8,False,,eliminated
P00225,Анна,Лебедева,F,15,9,Мангистауская область,Восточный район,Школа №1,ru,full,47.9,False,,eliminated
P00226,Динара,Сатпаев,F,13,6,Алматинская область,Западный район,Школа №2,kk,full,71.3,True,52.1,finalist
P00227,Дамир,Тулегенов,M,10,4,г. Астана,Заречный район,Школа №3,kk,full,56.0,False,,eliminated
P00228,Мария,Петрова,F,16,10,Карагандинская область,Северный район,Школа №5,ru,full,38.8,False,,eliminated
P00229,Аружан,Маратов,F,11,5,Актюбинская область,Западный район,Школа №3,kk,full,44.3,False,,eliminated
P00230,Шынгыс,Сатпаев,M,16,10,Мангистауская область,Сельский район,Школа №3,kk,full,65.2,False,,eliminated
P00231,Кирилл,Смирнов,M,13,7,г. Астана,Заречный район,Школа №5,ru,single,38.0,False,,eliminated
P00232,Арман,Маратов,M,10,4,Мангистауская область,Южный район,Школа №1,kk,full,58.2,False,,eliminated
P00233,Алина,Алиев,F,13,8,Павлодарская область,Восточный район,Школа №5,kk,full,55.7,False,,eliminated
P00234,Динара,Нурланов,F,17,10,Абайская область,Южный район,Школа №1,kk,single,39.2,False,,eliminated
P00235,Аяна,Касенов,F,13,7,Мангистауская область,Северный район,Школа №3,kk,full,87.2,True,68.7,finalist
P00236,Рамазан,Сериков,M,15,9,Кызылординская область,Южный район,Школа №4,kk,full,64.5,False,,eliminated
P00237,Жаныбек,Кадыров,M,14,8,г. Шымкент,Восточный район,Школа №3,kk,single,18.6,False,,eliminated
P00238,Дарья,Соколова,F,14,8,Костанайская область,Западный район,Школа №2,ru,single,51.8,False,,eliminated
P00239,Наргиз,Сатпаев,F,15,8,Жетысуская область,Южный район,Школа №4,kk,full,45.1,False,,eliminated
