participant_id,first_name,last_name,gender,region,district,school,language,family_type,round_1_score,passed_round_1,round_2_score,status
P01658,Анастасия,Новикова,F,Восточно-Казахстанская область, Западный район ,Школа №2,ru,single,68.8,True,83.4,finalist
P01762,Алмат,Алиев,M,Восточно-Казахстанская область,Центральный район,Школа №1,kk,full,66.1,True,62.7,finalist
P01952,Эльмира,Бекенов,F,Восточно-Казахстанская область,Северный район,Школа №2,kk,full,73.9,True,79.1,finalist
P01978,Ольга,Морозова,F,Восточно-Казахстанская область,Северный район,Школа №2,ru,full,69.2,True,77.0,finalist
P02023,Нурлан,Тулегенов,M,Восточно-Казахстанская область,Заречный район,Школа №3,kk,full,75.4,True,58.3,finalist
P02072,Алихан,Абилов,M,Восточно-Казахстанская область,Восточный район,Школа №5,kk,full,73.5,True,53.8,finalist
P02186,Айдана,Абилов,F,Восточно-Казахстанская область,Северный район,Школа №3,kk,single,72.0,True,73.2,finalist
P02223,Айгерим,Бекенов,F,Восточно-Казахстанская область,Заречный район,Школа №1,kk,full,66.2,True,62.6,finalist
P02257,Балжан,Алиев,F,Восточно-Казахстанская область,Восточный район,Школа №1,kk,full,68.3,True,64.0,finalist
P02291,Алмат,Тулегенов,M,Восточно-Казахстанская область,Сельский район,Школа №4,kk,full,81.1,True,29.5,finalist
P02364,Алтынай,Нурланов,F,Восточно-Казахстанская область,Восточный район,Школа №3,kk,full,71.7,True,58.3,finalist
P02441,Андрей,Попов,M,Восточно-Казахстанская область,Восточный район,Школа №2,ru,full,81.2,True,86.2,finalist
P02494,Балжан,Алиев,F,Восточно-Казахстанская область,Южный район,Школа №4,kk,single,70.7,True,65.0,finalist
P02624,Анна,Волкова,F,Восточно-Казахстанская область,Западный район,Школа №2,ru,single,70.2,True,56.2,finalist
P02656,Нурлан,Бекенов,M,Восточно-Казахстанская область,Центральный район,Школа №3,kk,full,67.8,True,61.0,finalist
P02752,Михаил,Смирнов,M,Восточно-Казахстанская область,Центральный район,Школа №1,ru,full,78.6,True,68.8,finalist
P02916,Томирис,Алиев,F,Восточно-Казахстанская область,Заречный район,Школа №3,kk,full,82.7,True,65.0,finalist
P03103,Ерасыл,Алиев,M,Восточно-Казахстанская область,Западный район,Школа №5,kk,full,79.7,True,59.2,finalist
P03128,Балжан,Жумабеков,F,Восточно-Казахстанская область,Сельский район,Школа №2,kk,full,74.8,True,53.6,finalist
P03181,Алмат,Кадыров,M,Восточно-Казахстанская область,Южный район,Школа №1,kk,full,69.7,True,26.1,finalist
P03213,Аян,Касенов,M,Восточно-Казахстанская область,Заречный район,Школа №3,kk,full,80.0,True,55.6,finalist
P03222,Шынгыс,Жумабеков,M,Восточно-Казахстанская область,Заречный район,Школа №2,kk,full,66.4,True,76.6,finalist
P03273,Екатерина,Иванова,F,Восточно-Казахстанская область,Западный район,Школа №4,ru,full,68.2,True,58.6,finalist
P03319,Артём,Волков,M,Восточно-Казахстанская область,Южный район,Школа №5,ru,full,71.8,True,55.1,finalist
P03432,Томирис,Алиев,F,Восточно-Казахстанская область,Центральный район,Школа №1,kk,single,69.2,True,64.1,finalist
P03435,Алина,Жумабеков,F,Восточно-Казахстанская область,Сельский район,Школа №3,kk,single,83.1,True,61.5,finalist
P03496,Михаил,Морозов,M,Восточно-Казахстанская область,Восточный район,Школа №5,ru,full,84.0,True,73.9,finalist
P03519,Сабина,Касенов,F,Восточно-Казахстанская область,Сельский район,Школа №1,kk,full,74.2,True,57.4,finalist
P03582,Алтынай,Нурланов,F,Восточно-Казахстанская область,Заречный район,Школа №4,kk,single,69.0,True,57.6,finalist
P03829,Нурлан,Касенов,M,Восточно-Казахстанская область,Западный район,Школа №1,kk,single,66.7,True,71.2,finalist
P03919,Алихан,Абилов,M,Восточно-Казахстанская область,Центральный район,Школа №1,kk,full,69.2,True,44.4,finalist
P03927,Аружан,Жумабеков,F,Восточно-Казахстанская область,Восточный район,Школа №4,kk,full,69.4,True,48.8,finalist
P03946,Владислав,Петров,M,Восточно-Казахстанская область,Северный район,Школа №5,ru,full,68.7,True,63.2,finalist
P04169,Иван,Соколов,M,Восточно-Казахстанская область,Восточный район,Школа №1,ru,full,69.8,True,68.3,finalist
P04410,Санжар,Кадыров,M,Восточно-Казахстанская область,Западный район,Школа №4,kk,full,68.1,True,81.3,finalist
P04467,Иван,Петров,M,Восточно-Казахстанская область,Центральный район,Школа №5,ru,full,67.8,True,82.2,finalist
P04475,Мария,Попова,F,Восточно-Казахстанская область,Северный район,Школа №4,ru,full,67.7,True,39.5,finalist
P04598,Адильхан,Бекенов,M,Восточно-Казахстанская область,Западный район,Школа №4,kk,full,74.4,True,64.5,finalist
P04603,Айгерим,Сатпаев,F,Восточно-Казахстанская область,Сельский район,Школа №4,kk,full,79.5,True,67.3,finalist
P04626,Айдана,Бекенов,F,Восточно-Казахстанская область,Южный район,Школа №2,kk,full,73.9,True,56.8,finalist
P04679,Жансая,Темирбеков,F,Восточно-Казахстанская область,Восточный район,Школа №2,kk,full,67.9,True,68.4,finalist
P04917,Алина,Абилов,F,Восточно-Казахстанская область,Центральный район,Школа №3,kk,full,70.9,True,80.8,finalist
