participant_id,first_name,last_name,gender,age,grade,region,district,school,language,family_type,round_1_score,passed_round_1,round_2_score,status
P01344,Айдар,Сатпаев,M,9,4,Павлодарская область,Центральный район,Школа №4,kk,full,72.9,True,63.0,finalist
P01383,Айдар,Сатпаев,M,15,10,Павлодарская область,Западный район,Школа №4,kk,full,87.4,True,58.8,finalist
P01411,Бекжан,Жумабеков,M,17,11,Павлодарская область,Центральный район,Школа №1,kk,full,74.9,True,70.3,finalist
P01449,Жаныбек,Касенов,M,17,10,Павлодарская область,Центральный район,Школа №3,kk,full,73.6,True,38.0,finalist
P01661,Айгерим,Сатпаев,F,15,8,Павлодарская область,Восточный район,Школа №5,kk,single,68.8,True,75.0,finalist
P01678,Максим,Смирнов,M,15,9,Павлодарская область,Западный район,Школа №1,ru,full,77.8,True,54.2,finalist
P01756,Айдана,Нурланов,F,10,5,Павлодарская область,Заречный район,Школа №3,kk,single,69.6,True,36.4,finalist
P02090,Алмат,Маратов,M,16,10,Павлодарская область,Западный район,Школа №1,kk,single,70.8,True,75.4,finalist
P02165,Дамир,Касенов,M,16,10,Павлодарская область,Центральный район,Школа №4,kk,full,78.7,True,56.1,finalist
P02213,Наргиз,Нурланов,F,15,9,Павлодарская область,Западный район,Школа №1,kk,full,68.2,True,49.5,finalist
P02290,Екатерина,Морозова,F,15,9,Павлодарская область,Западный район,Школа №1,ru,single,70.3,True,64.8,finalist
P02456,Арман,Тулегенов,M,17,11,Павлодарская область, Северный район ,Школа №1,kk,full,77.3,True,52.4,finalist
P02522,Ксения,Морозова,F,16,10,Павлодарская область,Заречный район,Школа №4,ru,full,99.8,True,46.0,finalist
P02627,Кирилл,Попов,M,16,10,Павлодарская область,Северный район,Школа №2,ru,full,76.1,True,78.2,finalist
P02983,Тимур,Тулегенов,M,16,10,Павлодарская область,Северный район,Школа №3,kk,full,66.0,True,64.1,finalist
P03174,Иван,Смирнов,M,16,9,Павлодарская область,Северный район,Школа №3,ru,full,66.6,True,55.6,finalist
P03254,Дана,Жумабеков,F,16,11,Павлодарская область,Заречный район,Школа №2,kk,full,70.9,True,52.7,finalist
P03373,Меруерт,Тулегенов,F,13,7,Павлодарская область, Западный район ,Школа №1,kk,full,76.8,True,68.0,finalist
P03649,Алихан,Алиев,M,15,9,Павлодарская область,Западный район,Школа №3,kk,full,66.7,True,68.0,finalist
P03868,Елена,Новикова,F,16,9,Павлодарская область,Центральный район,Школа №4,ru,single,73.8,True,54.8,finalist
P03932,Максим,Соколов,M,15,10,Павлодарская область,Западный район,Школа №5,ru,full,77.9,True,67.1,finalist
P03981,Бекжан,Сериков,M,15,10,Павлодарская область,Сельский район,Школа №5,kk,full,75.4,True,61.3,finalist
P04030,Дария,Маратов,F,15,9,Павлодарская область,Южный район,Школа №3,kk,full,67.0,True,56.8,finalist
P04256,Мария,Иванова,F,15,9,Павлодарская область,Западный район,Школа №2,ru,full,70.5,True,59.3,finalist
P04329,Екатерина,Морозова,F,17,11,Павлодарская область,Западный район,Школа №2,ru,full,80.5,True,67.7,finalist
P04528,Алмат,Темирбеков,M,16,10,Павлодарская область,Сельский район,Школа №1,kk,full,66.5,True,70.3,finalist
P04578,Бекжан,Тулегенов,M,16,10,Павлодарская область,Заречный район,Школа №4,kk,full,82.3,True,74.0,finalist
P04586,Анастасия,Морозова,F,13,6,Павлодарская область,Северный район,Школа №2,ru,full,72.9,True,46.1,finalist
P04602,Мария,Петрова,F,17,11,Павлодарская область,Заречный район,Школа №2,ru,full,69.1,True,80.2,finalist
P04617,Ольга,Морозова,F,15,9,Павлодарская область,Центральный район,Школа №1,ru,single,66.2,True,77.2,finalist
