participant_id,first_name,last_name,gender,region,district,school,language,family_type,round_1_score,passed_round_1,round_2_score,status
P04239,Ерасыл,Темирбеков,M,Туркестанская область,Южный район,Школа №4,kk,single,70.8,True,54.9,finalist
P04270,Темирлан,Касенов,M,Туркестанская область,Центральный район,Школа №1,kk,full,68.9,True,59.8,finalist
P04634,Ольга,Петрова,F,Туркестанская область,Южный район,Школа №1,ru,full,67.6,True,56.7,finalist
P04661,Рамазан,Темирбеков,M,Туркестанская область,Сельский район,Школа №5,kk,single,71.2,True,64.4,finalist
P04668,Бекжан,Касенов,M,Туркестанская область,Центральный район,Школа №3,kk,full,80.0,True,60.4,finalist
P04693,Алихан,Сатпаев,M,Туркестанская область,Восточный район,Школа №1,kk,full,69.3,True,95.4,finalist
P04829,Данияр,Кадыров,M,Туркестанская область,Заречный район,Школа №5,kk,full,68.9,True,71.3,finalist
P04855,Елена,Смирнова,F,Туркестанская область,Заречный район,Школа №4,ru,full,72.7,True,58.2,finalist
P04939,Жаныбек,Алиев,M,Туркестанская область,Западный район,Школа №5,kk,full,69.7,True,49.8,finalist
P04945,Динара,Касенов,F,Туркестанская область,Северный район,Школа №3,kk,full,81.2,True,62.7,finalist
