participant_id,first_name,last_name,gender,region,district,school,language,family_type,round_1_score,passed_round_1,round_2_score,status
P03583,Санжар,Жумабеков,M,Актюбинская область,Западный район,Школа №2,kk,full,83.8,True,45.6,finalist
P03593,Арман,Темирбеков,M,Актюбинская область,Западный район,Школа №1,kk,full,89.6,True,88.2,finalist
P03671,Бауыржан,Абилов,M,Актюбинская область,Заречный район,Школа №4,kk,full,70.4,True,78.5,finalist
P03790,Бауыржан,Нурланов,M,Актюбинская область,Центральный район,Школа №2,kk,full,74.5,True,56.5,finalist
P03937,Максим,Соколов,M,Актюбинская область,Южный район,Школа №3,ru,full,73.7,True,53.1,finalist
P03982,Меруерт,Маратов,F,Актюбинская область,Южный район,Школа №2,kk,full,79.6,True,81.4,finalist
P03994,Тимур,Жумабеков,M,Актюбинская область,Центральный район,Школа №1,kk,full,66.3,True,43.2,finalist
P04024,Санжар,Тулегенов,M,Актюбинская область,Южный район,Школа №5,kk,full,66.8,True,75.6,finalist
P04139,Айдар,Касенов,M,Актюбинская область,Сельский район,Школа №4,kk,full,68.4,True,57.7,finalist
P04227,Жансая,Сатпаев,F,Актюбинская область,Сельский район,Школа №1,kk,full,83.0,True,59.1,finalist
P04540,Жаныбек,Маратов,M,Актюбинская область,Восточный район,Школа №4,kk,full,66.5,True,61.4,finalist
P04617,Александр,Новиков,M,Актюбинская область,Сельский район,Школа №1,ru,full,72.2,True,77.2,finalist
P04622,Михаил,Морозов,M,Актюбинская область,Южный район,Школа №2,ru,full,80.9,True,58.9,finalist
P04920,Аружан,Жумабеков,F,Актюбинская область,Центральный район,Школа №3,kk,full,74.4,True,66.1,finalist
P04938,Аяна,Жумабеков,F,Актюбинская область,Восточный район,Школа №1,kk,full,73.4,True,75.3,finalist
P04952,Томирис,Алиев,F,Актюбинская область,Северный район,Школа №1,kk,full,73.8,True,67.7,finalist
P04968,Екатерина,Новикова,F,Актюбинская область,Южный район,Школа №3,ru,full,71.8,True,64.9,finalist
