participant_id,first_name,last_name,gender,age,grade,region,district,school,language,family_type,round_1_score,passed_round_1,round_2_score,status
P01985,Данияр,Алиев,M,16,10,Карагандинская область,Восточный район,Школа №5,kk,full,69.3,True,50.0,finalist
P02250,Олжас,Темирбеков,M,16,10,Карагандинская область,Восточный район,Школа №2,kk,full,68.8,True,47.3,finalist
P02335,Рамазан,Абилов,M,15,9,Карагандинская область,Центральный район,Школа №2,kk,full,68.4,True,67.9,finalist
P02482,Гульнара,Бекенов,F,15,9,Карагандинская область,Сельский район,Школа №1,kk,full,80.8,True,68.5,finalist
P02650,Малика,Нурланов,F,13,7,Карагандинская область,Сельский район,Школа №4,kk,full,68.5,True,52.3,finalist
P02732,Иван,Соколов,M,17,10,Карагандинская область,Центральный район,Школа №1,ru,full,80.3,True,67.9,finalist
P02802,Елена,Новикова,F,15,9,Карагандинская область,Северный район,Школа №5,ru,full,95.4,True,56.8,finalist
P02910,Сауле,Абилов,F,13,7,Карагандинская область,Центральный район,Школа №1,kk,single,67.9,True,74.4,finalist
P02974,Арман,Кадыров,M,17,10,Карагандинская область,Западный район,Школа №2,kk,full,84.8,True,58.9,finalist
P02990,Камила,Темирбеков,F,17,11,Карагандинская область,Северный район,Школа №4,kk,single,85.2,True,72.0,finalist
P03214,Наргиз,Сатпаев,F,17,11,Карагандинская область,Сельский район,Школа №2,kk,full,77.8,True,53.3,finalist
P03259,Дария,Тулегенов,F,14,8,Карагандинская область,Западный район,Школа №4,kk,single,66.8,True,61.1,finalist
P03511,Темирлан,Сериков,M,17,11,Карагандинская область,Восточный район,Школа №2,kk,full,73.3,True,65.0,finalist
P03608,Бауыржан,Кадыров,M,10,4,Карагандинская область,Заречный район,Школа №4,kk,full,71.2,True,86.0,finalist
P03619,Аян,Сатпаев,M,16,10,Карагандинская область,Восточный район,Школа №2,kk,full,72.9,True,73.3,finalist
P03671,Артём,Волков,M,16,10,Карагандинская область,Западный район,Школа №5,ru,full,70.4,True,78.5,finalist
P03689,Адильхан,Кадыров,M,15,9,Карагандинская область,Северный район,Школа №5,kk,full,74.1,True,89.4,finalist
P03913,Ерасыл,Сериков,M,11,5,Карагандинская область,Центральный район,Школа №4,kk,full,70.1,True,62.3,finalist
P03942,Артём,Смирнов,M,15,9,Карагандинская область,Сельский район,Школа №5,ru,full,73.5,True,87.1,finalist
P03970,Андрей,Смирнов,M,17,11,Карагандинская область,Заречный район,Школа №3,ru,single,68.4,True,82.9,finalist
P04083,Айгерим,Сериков,F,12,5,Карагандинская область,Западный район,Школа №2,kk,full,80.2,True,63.3,finalist
P04193,Аяна,Абилов,F,16,10,Карагандинская область,Восточный район,Школа №5,kk,single,68.3,True,72.4,finalist
P04284,Жансая,Тулегенов,F,14,9,Карагандинская область,Восточный район,Школа №3,kk,full,69.6,True,73.4,finalist
P04323,Айдар,Сериков,M,14,9,Карагандинская область,Западный район,Школа №4,kk,full,73.3,True,66.2,finalist
P04343,Жансая,Абилов,F,15,9,Карагандинская область,Центральный район,Школа №5,kk,single,78.2,True,81.8,finalist
P04410,Айгерим,Абилов,F,15,9,Карагандинская область,Южный район,Школа №2,kk,full,68.1,True,81.3,finalist
P04450,Бекжан,Маратов,M,16,10,Карагандинская область,Западный район,Школа №5,kk,full,77.5,True,73.9,finalist
P04542,Алтынай,Жумабеков,F,17,11,Карагандинская область,Центральный район,Школа №3,kk,full,84.2,True,58.1,finalist
P04613,Айдана,Касенов,F,10,4,Карагандинская область,Заречный район,Школа №3,kk,single,70.6,True,59.0,finalist
P04852,Айгерим,Маратов,F,16,11,Карагандинская область, Северный район ,Школа №5,kk,single,87.2,True,63.1,finalist
P04881,Иван,Новиков,M,16,10,Карагандинская область,Западный район,Школа №3,ru,full,69.9,True,65.6,finalist
P04921,Айдана,Маратов,F,16,10,Карагандинская область,Северный район,Школа №2,kk,full,80.0,True,52.6,finalist
